text,class
"En las dos siguientes campañas, las últimas de Divac en los Kings, el equipo cayó consecutivamente en las semifinales de la Conferencia Oeste contra los Dallas Mavericks primero y contra los Minnesota Timberwolves después, y en ambas ocasiones nuevamente por 4-3.
",spa
"Haoaschdõẽ ischt entstande 1. Jenner 1975 durch dr Zammeschluss vo dr Gmoede Bernloch, Eglingen, Meidelstetten, Oberstetten ond Ödenwaldstetten.
",als
"Herbert Häfner studierte in Berlin an der Hochschule für Bildende Künste und hinterließ etwa hundert Ölbilder und ebenso viele Grafiken. Stilistisch orientierte er sich an der Malerei des Idealismus des späten 19. Jahrhunderts, speziell an Hans von Marées. Häfner erhielt 1937 von den Nationalsozialisten Berufsverbot wegen „jüdischer Versippung“, weil er mit der jüdischen Malerin Ilse Häfner-Mode verheiratet war. Er wurde aus der Reichskammer der Bildenden Künste ausgeschlossen. Den 1934 verliehenen Rom-Preis musste er zurückgeben. Nach dem Krieg starb er vereinsamt.
",deu
"Der erste bekannte Grundherr von Drove war Reinhard von Drove, der 1239 erwähnt wird. Die alte Burg, eine Motte lag in unmittelbarer Nähe, südöstlich der Kirche. Heute ist nur ein von Gräben umschlossener Hügel zu sehen.
",deu
"Los sistemas de tarjetas de fidelización y sus «programas de puntos» se basan en complejas soluciones de software de marketing relacional, así como en otros sistemas de gestión de puntos.
",spa
"La EUROCAE y la RTCA, trabajan a menudo de forma conjunta. Algunos documentos, por ejemplo el DO-160 (ED-14), que trata sobre las influencias del entorno (ej. rayos), se desarrollan de forma conjunta. El documento DO-160 sirve como requisito mínimo en la industria aeronáutica para la protección de la electrónica frente a la influencia exterior, incluida la compatibilidad electromagnética.
",spa
"Reinhard Johler: Die Formierung eines Brauches: Der Funken- und Holepfannsonntag. Studien aus Vorarlberg, Liechtenstein, Tirol, Südtirol und dem Trentino. Selbstverlag des Instituts für Europäische Ethnologie der Universität Wien, Wien 2000
",als
"Haus Pestalozzistraße 4 (1900), sandsteingegliederter Backsteinbau aus dem späten 19. Jahrhundert, doppelgeschossiger Wintergarten, von Valentin Braunbeck
",deu
"Anno isch 909 Winterswiler erschtmols urchundlich erwähnt worre. Es het später ebefalls zue dr Herrschaft Röttle ghört. Aber scho 1386 hän d'Markgrafen von Hachberg-Sausenberg dr Ort erworbe.
",als
"’n Sideriese jaar (van Latyn sidus, ""asterisme, ster"") is die tyd wat die Aarde vat om een keer om die Son te wentel met betrekking tot die vaste sterre. Dit is dus ook die tyd wat die Son neem om terug te keer na dieselfde posisie teen die agtergrond van vaste sterre nadat dit oënskynlik een keer om die sonnebaan beweeg het.
",afr
"El nombre del departamento hace honor al científico y patriota colombiano Francisco José de Caldas (1768 - 1816) quien, en su lucha por la independencia de Colombia fue fusilado por el ejército realista el 28 de octubre de 1816.
",spa
"Dr Ulrich isch scho in dr Regierigszyt vu syym Vater Grof Eberhard I. stark in d Bolitik yybunde gsii. Anne 1319 het er mit em Chenig Friedrich em Schene ne Bindnisverdrag uusghandlet. Des Bindnis het er no syym Amtsaadritt 1325 wider erneiert, noodäm sich Wirttebärg zwischedure uf d Syte vum Ludwig IV. gwägslet isch. Dr Ludwig un dr Friedrich hän zue sällere zyt alli zwee Aaspruch uf d Herrschaft im Ryych ghoobe. Dur d Uussehnig vu dr beede isch s em Ulrich megli gsii, au noch em Dod vum Friedrich anne 1330 äng mit em Ryych verbunde z blyybe. Des un syy regionali Bindnis- un Erwärbsbolitik hän derzue stark byydrait, dass dr Ulrich s wirttebärgisch Territorium in syre Regierigszyt het chenne dytli vergreßere. Näbe verschidene Erwärbige im Elsass sin vor allem dr Chauf vu Dibenge anne 1342 un d Belähnig mit Merkgreanenge dur dr Chaiser Ludwig dr Bayer anne 1336 z nänne.
",als
"Syt 1998 isch dr Strobl Mitglid vum Dytsche Bundesdag. Do isch er vu 2002 bis 2005 Stellverdrättende Vorsitzer vum Bundesdagsuusschuss fir Wahlbriefig, Immunitet un Gschäftsornig gsii, vu Novämber 2005 bis 2013 as Vositzer vun em. Syt dr 17. Wahlperiod (2009–2013) isch er derzue Mitglid vum Elteschterot un Vorsitzer vu dr bade-wirttebärgische CDU-Landesgruppe. Vu 2010 bis 2013 het er si mit em Jens Böhrnsen, em Verdrätter vum Bundesrot, im Vorsitz vum Vermittligsuusschuss abgwächslet.
",als
"La 21.ª División de Montaña SS Skanderbeg (en alemán: 21. Waffen Gebirgs-Division der SS ""Skanderbeg"" [Albanische Nr. 1])fue una División de las Waffen SS creada por orden de Heinrich Himmler durante la Segunda Guerra Mundial, en marzo de 1944, formada por voluntarios albaneses y que recibe su nombre como homenaje al héroe nacional Gjergj Kastriot Skanderbeg.
",spa
"San Cristóbal es una ciudad y municipio de la actual Provincia de Artemisa en Cuba. Hasta fines de 2010 perteneció a la Provincia de Pinar del Río.
",spa
"Op Ceylon was hy tot ’n geruime tyd ná die vrede in ballingskap. Hy keer terug na Senekal om uit die as van die oorlogsverwoesting op tydelike en geestelike gebied ’n nuwe gemeente op te bou. Met geloofsmoed en deursettingsvermoë het hy ’n begin hiermee gemaak.
",afr
"Al inicio de su carrera era antimonárquico y liberal, e hizo duras críticas a los gobiernos conservadores de la década de 1870. A partir de la posterior división de la política brasileña entre republicanos y monárquicos, se alió a los defensores de la monarquía. En 1862 fue electo diputado provincial por Río Grande del Sur y en 1865 fundó en Porto Alegre el diario A Reforma. Este diario, después trasladado a Río de Janeiro, fue el órgano oficial de los federalistas gaúchos. En 1872 asumió como diputado general. En 1873 dimitió, pocos meses después de asumir el Ministerio de Hacienda, por no aceptar un proyecto del gobierno que proscribía de los cargos públicos a los ciudadanos no católicos. En 1880 fue elegido senador mientras que en su tierra natal enfrentaba una dura competencia política por parte de Júlio de Castilhos, su histórico adversario.
",spa
"Eritrea ([eriˈtreːa]; Tigrinya: ኤርትራ Ertra, arabisch إيريتريا Iritriyya) isch ä Schtaat im nordöschtlige Afrika und gränzt an Äthiopie, dr Sudan und Dschibuti und au im Rote Meer an Jemen. Dr Name Eritrea leitet sich vo ἐρυθρά θάλασσα erythrá thálassa – ""Rots Meer"" ab (vom griech. ᾿Ερυθραία Erythräa). D Eigebezeichnig Ertra us Ge’ez bahïrä ertra – „Rots Meer“ – bezieht sich au uf die alti griechischi Bezeichnig vom Rote Meer.
",als
"San Andrés Zautla (en náhuatl: tzauahua, tlan, ‘hilar, lugar’‘Tierra de hilanderos’)?es uno de los 570 municipios que conforman al estado mexicano de Oaxaca. Pertenece al distrito de Etla, dentro de la región valles centrales. Su cabecera es la localidad homónima.[2]​
",spa
"S Huus zem Kempfe stoot an dr Freije Strooss 69 in dr Altstadt vo Baasel. Es isch äins vo de Kulturgüeter im Kanton Basel-Stadt, wo regionali Bedütig häi.
",als
"By fototrowe organismes word ligenergie deur fotosintese vasgelê en hoofsaaklik aangewend vir die bou van die organisme of die vorming van energieryke reserwestowwe. Verder is energie benodig om voedingsstowwe teen 'n konsenstrasiegradiënt uit die grond op te neem of om stowwe deur die plant te vervoer. Party plante gebruik dit selfs om te beweeg. Hulle word fototroop genoem.
",afr
"Erster Wurf über 70 Meter: 70,24 m, Mac Wilkins (USA), 1. Mai 1976 (frühere 70-Meter-Würfe von 1971 wurden nicht als Weltrekorde anerkannt)Frauen:
",deu
"Dominique Turberg, (Sozialist) Jakob Willy, (Radikal) Olivier Perrot, Präs. (Canette) Annabelle Meyrat, Vizepräs. (Liberal-PPN) Roland Perret-Gentil, (Canette) Wahle von 2008
",als
"Mendrisio (lombardisch Mendrìs, dytsch veraltet Mendris) isch e Gmai im Kanton Tessin in dr Schwyz. Si ghert zum Chrais (circolo) Mendrisio im Bezirk Mendrisio.
",als
"Die rooi lig (oorspronklik gepubliseer in Die Huisgenoot van 21 Mei 1956) verskyn in Mosaïek. Hierdie moralistiese kortverhaal beskryf ’n treinrit in dreigende weersomstandighede. Daar het juis die vorige jaar ’n lelike ongeluk in sulke omstandighede gebeur. Die mense wat by daardie ongeluk betrokke was en die omstandighede word in die verhaal verken, asook die omwenteling wat die ongeluk in die lewe van die weduwee teweeggebring het. Op hierdie treinrit is dit die botsende lewensbeskouings van die twee mans op die trein waarom die verhaal wentel, met hulle ongeluk wat ook ’n ommekeer in die oorblywende se lewe veroorsaak. Die simboliek van die rooi lig as waarskuwing om te stop as jy met die verkeerde dinge in die lewe besig is, word goed uitgewerk.
",afr
"Los Kings siguieron adquiriendo piezas, como el escolta Doug Christie, el base Mike Bibby (éste a cambio del citado Williams), o el alero serbio Peja Stojakovic, apadrinado y tutoreado por Divac en sus inicios en la franquicia californiana. Un espectacular baloncesto basado en la capacidad de pase del yugoslavo y de Webber llevó a Sacramento a la final de la Conferencia Oeste en la temporada 2001-02. En ese momento, fueron batidos por Los Angeles Lakers de Shaquille O'Neal y Kobe Bryant, a la postre tricampeones, en una emocionante eliminatoria, por 4 a 3.
",spa
"You Wanna Be Americano (Tú quieres ser americano) es una canción de Lou Bega. Es un versión en idioma inglés de la canción Tu vuò fà l'americano del cantante italiano Renato Carosone. La versión de Bega comienza con un fragmento deThe Star-Spangled Banner. You Wanna Be Americano alcanzó el puesto nº38 en la Lista Italiana de Singles.
",spa
"Jan Bolesław Czedekowski (* 22. Februar 1885 in Wojnyliw; † 8. Juli 1969 in Wien) war ein polnisch-österreichischer Porträt-, Genre- und Kriegsmaler.
",deu
"Reclutado en el verano de 2003, comenzó su carrera en el equipo de Bachillerato de la Universidad Popular Autónoma del Estado de Puebla UPAEP para después de 2 años ingresar en la misma Institución a la carrera de Ciencias de la Comunicación. UPAEP es una universidad mexicana con un equipo de baloncesto de gran prestigio y tradición que ha sido campeón nacional en 18 ocasiones; durante esta temprana etapa de su carrera fue que adquirió su primer famoso apodo del Grandul debido a sus 2.08 metros de estatura. Pese a ello se coronó con un bicampeonato nacional de CONADEIP (2005 y 2006), Una Copa universitaria Telcel (2004) y formar parte del cuadro ideal de CONADEIP en el 2005 y 2006; En 2005 fue subcampeón en el Estatal de Primera Fuerza Varonil en Chiapas, jugando para Villaflores y realizó una gira en cuatro sedes del mismo estado, reforzando a una selección estatal para medirse al HOPE College, a partir de esto decidió emigrar a la Universidad de San Jose State en California U.S. su paso por esta institución no llegó a un semestre debido a su pocas aptitudes para el estudio y el aprendizaje del idioma inglés, por lo decidió retornar a su país para formar parte del equipo Profesional Halcones de Xalapa, Veracruz y conseguir con ellos dos campeonatos de la LNBP (2007 y 2008) en ese país, así mismo durante la etapa con este equipo fue que adquirió su segundo famoso apodo del Titán Ayón.
",spa
"Dr Walahfrid hot sich abr au als Lyriker betädigt. Scho em Alder vo 15 Johr hot’r em Nama vo seim Lehrer Tatto a Gedicht vorfasst. Als jonger Moo schreibt’r aus Dankbarkeit gegenibr seim Kaiser, em Ludwig dem Frommen, ond sellem seira Gaddin Judith a Gedicht ibrs Standbild vom Oschtgodakeenich Theoderich, wo vo Ravenna noch Aachen komma ischt. Zo erwehna ischt au, dass’r a Werk ibr da Ursprung ond d Entwicklong vo dr kirchlicha Vorfassong geschriiba hot, wo-nr mit de entsprechende weltliche Ämter vorgleicht.
",als
"También cuenta con un terminal de transportes, o de pasajeros de donde salen buses y taxis, tanto en el propio departamento como para la comunicación con otros, se encuentra en Manizales; otras modalidades de transporte son los jeep, utilizados particularmente en las zonas cafeteras y las chivas (buses escalera) utilizados frecuentemente en las zonas rurales.
",spa
"Hiram Belcher wurde 1790 in Hallowell geboren, das damals noch Teil von Massachusetts war und seit 1820 zum Staat Maine gehört. Er besuchte die öffentlichen Schulen seiner Heimat. Nach einem anschließenden Jurastudium und seiner im Jahr 1812 erfolgten Zulassung als Rechtsanwalt begann er in Farmington in seinem neuen Beruf zu praktizieren. Zwischen 1814 und 1819 war er in dieser Stadt auch Ratsschreiber (Town Clerk). In den Jahren 1822, 1829 und 1832 war er Abgeordneter im Repräsentantenhaus von Maine. Von 1838 bis 1839 gehörte Belcher dem Staatssenat an.
",deu
"Es geht zurück auf einen untergegangenen Bischofssitz in der Stadt Spello, die in der mittelitalienischen Landschaft Umbrien (spätantike Provinz Tuscia et Umbria) lag.
",deu
"La ciudad de San Cristóbal es atravesada por la Carretera Central y el Ferrocarril de Occidente y bordeada por la Autopista Habana-Pinar del Río. Una carretera une a San Cristóbal con Bahía Honda en la costa norte, a través de la Sierra del Rosario.
",spa
"Dr Francesco Pipino, au Francesco Pipino da Bologna (* öbbe 1270 z Bologna, † noch 1328 z Bologna) isch en italiänische Dominikaner und Archivar gsi. Er het Wärk über historischi, geografischi und juristischi Süsche verfasst. Er isch seer gleersam gsi, aber es gseet nid us, wie wenn er en ussergwöönligs literarischs Talänt gha het. Wichdig isch er vor allem, wil er im Marco Polo sis Wärk Il Milione uf Latiinisch übersetzt und es eso popularisiert het.
",als
"1959 wurde er Stadtverordneter in Elmshorn. Von 1962 bis 1974 und von 1978 bis 1982 war er Stadtrat, in den Jahren 1966 bis 1968 sowie 1981 und 1982 war er CDU-Fraktionsvorsitzender im Stadtverordnetenkollegium. Von 1974 bis 1978 und wieder von 1982 bis 1986 war er Elmshorner Bürgervorsteher. Von 1962 bis 1966 war er zudem Mitglied des Kreistags Pinneberg.
",deu
"«iYiYi» es el sencillo debut del cantante australiano Cody Simpson. Es el sencillo principal de su álbum debut 4 U, y cuenta con la colaboración del rapero estadounidense Flo Rida y también el productor estadounidense DJ Frank E que no está acreditado como artista invitado. Los tres coescribieron la canción junto a Bei Maejor, Colby O'Donis, Jerome Armstrong, Michael White y Terrence Battle. Fue lanzado digitalmente en todo el mundo el 1 de junio de 2010.[1]​
",spa
"Noch ere Überliiferig isch dr Böimlihoof ursprünglig woorschinlig as Wiiguet vom Kloster Klingedaal gründet worde. S Herehuus, wo hüt no existiert, isch 1686 baut worde. Meereri Grundstügg si drzuekauft worde und mä het dr Bau erwiteret und sithär isch s mit ere Usnaam vo 14 Joor die ganz Zit dr Summersitz vo de Baasler Groossbürgerfamilie Buurged, Meriaa und Geigy gsi.
",als
"Bim Drülle im Ruum wärde zwäi Koordinatenaggse gänderet. S Bildli rächts illustriert dr Underschiid zwüschen em bekannte Drülle und eme Bezugssüsteemwäggsel: Wääred bim Drülle im Ruum bäidi Aggse in die gliichi Richdig drüllt wärde, wärde bim ene Bezugssüsteemwäggsel d Ortsaggse und d Zitaggse in entgegegsetzti Richdige dräit: Us em ursprünglige Kwadrat entstoot e Rhombus mit dr gliiche Flechi, und das entspricht dr Daatsach, ass d Liechtgschwindigkäit konstant isch. Die langi Diagonale (e Winkelsümmetrali vo de Aggse, die sog. 1. Median) änderet sich nid. Si beschribt aber grad dr Wääg vom Liecht, und iiri Näigig isch d Liechtgschwindigkäit. Wil sich das bim ene Wäggsel vo äim Bezugssüsteem in en anders nid änderet, bedütet das, ass d Liechtgschwindigkäit konstant isch.
",als
"A los griegos los maldijo Apolo con una plaga. (El complemento directo se encuentra tematizado por ocupar la primera posición de la oración).
",spa
"Adam Mickiewicz is op die landgoed van sy oom in die dorp Zaosie as die tweede van vyf seuns van Mikołaj en Barbara Mickiewicz (née Majewska) gebore. Zaosie is naby Nowogródek, sowat 100 kilometer suid van Vilnius, in 'n Litaus-Wit-Russiese streek van die destydse Russiese Tsareryk geleë. Sy vader Mikołaj Mickiewicz, 'n advokaat, het tot die szlachta, die adellike klas van die Pools-Litause Gemenebes, behoort en die erflike Poraj-wapen gevoer. As gevolg van die Poolse Delinge het Pole-Litaue op daardie tydstip reeds nie meer as selfstandige staat bestaan nie.
",afr
"Ds. Roux het baie sterk gevoel vir die opvoeding, veral in die praktiese handwerk- en ambagsrigting van die minderbevoorregte volksgenoot. Aangespoor deur die stigting van ’n paar bloeiende spin-en-weefskole in die Vrystaat deur Emily Hobhouse en ander ná die Anglo-Boereoorlog, het hy hom, ongelukkig sonder veel sukses, beywer vir die stigting van ’n soortgelyke skool op Beaufort-Wes. Daar is selfs op rekening van die kerkraad ses spinwiele aangekoop en ’n onderwyseres aangestel, maar die ondersteuning was so swak – slegs vier leerlinge – dat die hele onderneming gestaak en die skool gesluit moes word. Vir hom en sy ander steunpilaar, diaken P. Martin, was dit ’n groot teleurstelling.
",afr
"Die Baai-wyk het die kerkraad baie hoofbrekens besorg omdat 'n gedeelte van die lidmate daar as selfstandige gemeente wou afstig. Sowat twee derdes van die lidmate was egter daarteen gekant omdat hulle nie kans gesien het om 'n leraar se salaris by te bring en 'n pastorie te bou nie. Tog het die voorstanders van afstigting die lewe vir ds. Neethling en sy kerkraad moeilik gemaak deur vertoë tot die Ring en selfs ander leraars te rig sodat dat hulle die Hopefieldse kerkraad in die saak geken het. Hulle het daarop aangedring dat hulle kinders op Vredenburg gekatkiseer en as lidmate voorgestel word en nie op Hopefield nie. Die gevoelens tussen die kerkraad en dié lidmate het so versleg dat die Baai-wyk nie meer wou werk om geld vir die gemeente in te bring nie en hulle het selfs so ver gegaan om te weier om die £30 per jaar tot die leraar se vervoerkoste by te dra. Dié onenigheid is beëindig met die goedkeuring van Vredenburg se afstigting op die kerkraadsvergadering van 7 Julie 1902. Daarna het 'n gemeentevergadering die voorgestelde afstigting by die Ring aanbeveel.
",afr
"Sharon Isbin comenzó sus estudios a los nueve años en Italia. Posteriormente fue alumna de Andrés Segovia, Oscar Ghiglia y Rosalyn Tureck. Colaboró con esta última en la adaptación de las suites para laúd de Bach a guitarra clásica (publicado por G. Schirmer). Terminó el Bachelor of Arts en la Universidad de Yale con cum laude y el Máster de Música de la Escuela de Música de la misma universidad.[1]​
",spa
"Sevilla, Rafael; Sobrevilla, David (Hg.): Peru, Land des Versprechens? Beiträge deutscher und peruanischer Autoren zu Geschichte, Politik, Gesellschaft, Kultur. Bad Honnef 2001
",als
"S Thüringisch Werterbuech (dt. Thüringisches Wörterbuch, churz ThWb) isch e Gsamtwerterbuech vu dr dialäktale un regionalsprochlige Lexik vum thüringische Sprochruum mit ere alfabetische Anornig un eme Stichwortansatz, wu an dr Schriftsproch oriäntiert isch.
",als
"Líder de su familia y dueña de su fortuna, Kanoe es una chica muy inteligente y persistente. Pfle anda en una silla de ruedas, sin embargo, ella es capaz de caminar normalmente. En uno de los Proyectos de Cranberry, ella manipuló a 98 Chicas Mágicas para que se mataran entre sí para salvarse a ella misma y Shadow Gale. Ella es la líder de Equipo Pfle y su habilidad le permite moverse en silla de ruedas a velocidades supersónicas, y después de que la silla de ruedas fue mejorada por Shadow Gale, puede viajar todavía más rápido y teniendo láseres y escudos agregados. Ella sobrevive a los eventos de restart.
",spa
"Ds. Solly Ozrovech, destyds bestuur van die instelling en later gewilde Christelike skrywer, was verantwoordelik vir die uitbreidings aan die kinderhuis op Ugie van sowat R500 000 (destyds 'n reusebedrag), een van Bronkhorst se grootste projekte. Dit het voorsiening gemaak vir 14 en later meer gesinseenhede, waarin die kinders soos 'n groot gesin met 'n moeder en vader en huishulpe kon woon. Dis in gebruik geneem op 2 Maart 1962.
",afr
"Möglicherweise weist schon die Bezeichnung des „steineschleudernden“ Diomedes oder Ähnliches im Epos Ilias auf den Diskus hin. Zumindest war er Gegenstand der griechischen Mythologie. So hat Perseus seinen Großvater Akrisios unabsichtlich mit einem Diskuswurf erschlagen.
",deu
"Oor die algemeen is torings sterker as lopers en ruiters en word dit gevolglik as ongeveer twee pionne groter in waarde gesien. Om 'n loper of ruiter vir 'n toring te ruil word as oorwinning in die ruiling gesien. Twee torings word as effens meer waardevol as 'n enkele dame gesien. Torings en dames word swaar stukke genoem teenoor lopers en ruiters wat ligte stukke is.
",afr
"García Jofre de Loaísa (* um 1490; † 30. Juli 1526 im Pazifik) war ein spanischer Seefahrer und Leiter der glücklosen Loaísa-Expedition, die einen Seeweg zu den Gewürzinseln über den Atlantik und Pazifik durch Umrundung der Südspitze Südamerikas finden sollte.
",deu
"Ploéven isch zum erschte Mol gnännt wore um 1330 as Ploemeuguen (1395 Ploeguen, 1398 Ploemeguen, 1410 Ploeven, 1516 Ploeguen, 1536 Ploeguen Porzay, 1574 Pleveguin). D Nochbergmaine sin Plonévez-Porzay, Cast un Plomodiern.
",als
"Municipio de Portoviejo. «Alcaldes de Portoviejo». Archivado desde el original el 1967 - 1970. Consultado el 2 de agosto de 2009. «Gobierno Constitucional».
",spa
"Dr Petrarca het es diefs Bewusstsi vo dr Wichdikeit vo dr Vergangeheit für d Gegewart gha. Er het die Vergangeheit dur d Schrifte vo de Klassiker kenneglehrt und s antike paganische Dängge und dr chrischdlig Glaube neu verschmulze. Für ihn het die göttligi Vorsehig dr Mensch in s Zentrum gschdellt und so d Bewegig, wo men erä Humanismus sait, begründet.
",als
"Mientras tanto, un chatarrero cazarrecompensas, que conoce a Marty desde muy pequeño, averigua sobre la famosa recompensa ofrecida por Von Rhymer, por lo que decide aprovechar esta oportunidad.
",spa
"Son un escuadrón de robots asesinos dirigidos por Scar. Su armamento consiste en dos pequeñas hachas, de ahí su nombre. Son de color verde, con un único ojo amarillo. Sus técnicas son el Hachas Verdes Seis y la Orquídea de la Muerte.
",spa
"Le Chenit lyt im obere Vallée de Joux an dr Gränze zue Frankrych. Zue dr Gmai ghere d Ortsdail Le Sentier, Le Brassus un L' Orient un e Hufe Wyler. D Gmaiflechi umfasst 29,5 % landwirtschaftligi Flechi, 66 % Wald, 2,8 % Sidligsflechi un 1,7 % sunschtigi Flechi.
",als
"El 22 de marzo de 2015, el cantón de Rivière-Pilote fue suprimido, en aplicación de la Ley nº 2011-884, de 27 de julio de 2011,[2]​ relativa a las colectividades de Guayana Francesa y Martinica; y específicamente de su artículo 8º, apartado L558-7,[3]​ y su comuna pasó a formar parte de la nueva sección de Sur.
",spa
"En cambio, si disminuye el nivel de glucosa en la sangre, el páncreas libera menos insulina y más glucagón, una hormona que tiene múltiples efectos:
",spa
"Die Ergebnisse der Reichsratswahlen in den im Reichsrate vertretenen Königreichen und Ländern im Jahre 1911. In: Österreichische Statistik. Neue Folge. 7. Band, 1. Heft, Wien 1912 (Herausgegeben von der k .k. Statistischen Zentralkommission), S. 118
",deu
"Voor die ontdekking van aksiale presessie deur Hipparchos in die Hellenistiese tydperk, was die verskil tussen die sideriese en tropiese jaar onbekend. Premoderne kalenders sou die tyd van die jaar vir saai, oes, ens. aandui na aanleiding van die eerste waarneming van sterre; dus het hulle eintlik die sideriese jaar gebruik.
",afr
"El primer volumen de la novela ligera comenzó a publicarse el 8 de junio de 2012 en Takarajimasha bajo su imprenta Kono Light Novel ga Sugoi! Bunko. 11 volúmenes han sido publicados hasta diciembre de 2016.
",spa
"Nicoletta conserva el cariño del público, incluso a través de su potente voz de blues, bastante singular en el paisaje musical francés como Ray Charles, incluso dijo que era ""el único de color blanco con un negro de voz"".
",spa
"Die oorloop- of oorvloeibad: 'n Swembad waarvan die watervlak gelyk met die oppervlakte is. Dreinering word langs die kante ingesit om die oorloop te hanteer, wat 'n pragtige visuele indruk kan skep.
",afr
"Die digter C. Louis Leipoldt was destyds die mediese inspekteur van skole, wat die talentvolle Will raaksien tydens sy besoek en aanbied om hom verder te laat leer. Hiervoor sou hy na Pretoria moes verhuis en by Leipoldt inwoon, maar Will se ma weier om op hierdie manier van haar kind afstand te doen. Toe hy in standerd agt is, koop sy pa ’n koffieplantasie naby Beira in Mosambiek, wat hy saam met sy oudste seun Thomas bedryf. Hierdie onderneming is egter ’n mislukking en Will moet noodgedwonge die skool verlaat om saam met sy ma ook uit te spring om te werk om die pot aan die kook te hou. Sy ma doen naaldwerke en hy aanvaar ’n betrekking by die Spoorweë.
",afr
"Reeds op skool openbaar hy ’n besondere skryftalent en word sy opstelle gereeld in die klas voorgelees. Van jongs af het hy ’n deeglike kennis van en bewondering vir ons eerste skrywers soos Jochem van Bruggen, C.M. van den Heever, Jan F.E. Celliers, Eugène Marais en C. Louis Leipoldt. Hy waag dan ook sy hand aan die skryfkuns en deur bemoediging van E.B. Grosskopf, destyds redakteur van Die Naweek, verskyn ’n paar sketse en jeugverhale van hom in hierdie blad. Nadat die publikasie van hierdie blad gestaak word, plaas hy verhale in Die Huisgenoot, Die Taalgenoot, die Spoorwegtydskrif en Tydskrif vir Letterkunde. Die Huisgenoot se Akademieprys vir die beste verhaal van die maand is vier keer aan hom toegeken en hy word ook deur ander tydskrifte bekroon.
",afr
"Zu de Herrschaft Wessebärg hei di beide Dörfer Mandach und Hottl und de dazughörige Gmeindsbann ghört. Zwische dene Dörfer ligt de Wessebärg uf dem d Burg vo de Wessebärger gschtande-n-isch.
",als
"Während der Ausgrabungen von 1937 in Begram entdeckte Marie Hackin zwei vermauerte Kellerräume (Chantier 2, Kammern 10 und 13), die den Schatzfund von Begram enthielten. Er besteht überwiegend aus römischen Glasgefäßen höchster Qualität des 1. Jahrhunderts n. Chr., hellenistischen Gipsabdrücken, sowie aus Elfenbeintafeln mit indischen Motiven, u. a. von Flussgöttern, die vermutlich aus dem 3. Jahrhundert stammen. Sein Nachfolger als Leiter der Délégation wurde Daniel Schlumberger.
",deu
"Beim Sprungwurf wird nach verlassen des Diskus eine weitere Drehung in der Luft gemacht, wobei das Körpergewicht in die Mitte des Ringes zu verlagern ist. Man landet erneut auf dem linken Fuß und dreht auf ihm aus bis das Gleichgewicht genügend ausbalanciert wurde, um sicher den rechten Fuß im Ring zu setzen und den Wurf zu beenden.
",deu
"Marty deja que Ally y Violeta se vayan pero ni siquiera logra dar un golpe al robot que le quiere destruir hasta que vienen Gaff y el Capitán Magnun para ayudarlo cuando se dan cuenta de que no pueden con eĺ Gaff se va con Marty. Salen de la Torre de Hierro sin acordarse de que estaban en él último piso.
",spa
"Im technische Sinn befasst sich d'Tektonik mit em Zämmesetze vu dr Baudeile zu eme Gfüege, bzw. mit dr Körperlichkeit in dr Architektur. Dr nächst Schritt zue ere Verallgmeinerig vu dr Ruumuffassig isch s'Ufhebe vu Vertikaler un Horizontaler.
",als
"Hnatek war ab 1928 Kustos, ab 1932 außerordentlicher Professor für Astronomie an der Universität Wien und viele Jahrzehnte an der Universitätssternwarte. Er war ein Pionier der Spektralphotometrie von Sternen, indem er die relativen Energiedichten (bestimmbar aus den fotografischen Platten) bei verschiedenen Wellenlängen verglich und dann aus dem Vergleich mit dem Schwarzkörperspektrum eines Vergleichssterns die Temperatur ermittelte. Er schrieb über dieses Gebiet 1928 einen Artikel in der Enzyklopädie der mathematischen Wissenschaften.
",deu
"Leun grenzt im Norden an die Gemeinden Greifenstein und Ehringshausen, im Osten an die Stadt Solms, im Süden an die Stadt Braunfels (alle im Lahn-Dill-Kreis), sowie im Westen an die Gemeinde Löhnberg (Landkreis Limburg-Weilburg).
",deu
"Die katholischen Christen der Stadt (unter 10 % der Bevölkerung) gehören zur Pfarrei in Londorf (St. Franziskus). Diese gehört zum Bistum Mainz und verwaltet die Gläubigen in Nordeck und Winnen mit, die eigentlich nicht zu dem Bistum gehören. Dies erklärt sich daraus, dass die beiden Stadtteile ursprünglich zu Kurhessen (Landkreis Marburg) gehörten und erst 1974 in den Landkreis Gießen kamen.
",deu
"Der heutige Industriehafen wurde 1882 bis 1887 als Floßhafen angelegt, indem der Rheinarm zur Ingelheimer Aue teilweise zugeschüttet wurde, um stromaufwärts das Becken für den Mainzer Zoll- und Binnenhafen zu schaffen.
",deu
"Arleen Schloss (* 12. Dezember 1943 in Brooklyn, New York, USA) ist eine US-amerikanische Performancekünstlerin, Video-Pionierin und Kuratorin.
",deu
